ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD201201,01/01/2012,"78,692,868","82,485,058","53,426,995","56,389,131","25,265,873","26,095,926","61,076,689","68,075,462","41,673,200","47,074,678","19,403,489","21,000,784",77.6,82.5,78,83.5,76.8,80.5,"7,361","7,715","47,081","53,327","54,442","61,043","61,940,192","68,973,963","2,669,174","2,882,294","1,267,256","1,284,093","977,417","1,008,387","463,005,361","555,120,802","842,815","883,041","204,812","205,290","2,756.2","1,988.4",45.7,47.9,87.7,"227,527","249,790",111.4,-3.2,115.7,-0.1,112.7,-2.2,104.43210751,135.5134209,1.34,1.1693,1.1227,0.9178,1.3208,1.191,1.1214,0.9177,1.0614,0.9696,1.1704
SATD201202,02/01/2012,"74,994,689","83,481,365","51,244,944","56,875,800","23,749,745","26,605,565","57,448,037","68,080,072","40,440,608","46,952,770","17,007,429","21,127,302",76.6,81.6,78.9,82.6,71.6,79.4,"6,701","7,764","46,405","53,492","53,106","61,256","58,243,799","69,617,885","2,809,512","3,152,016","1,167,610","1,237,356","925,371","1,001,531","461,139,329","573,087,836","859,341","888,533","182,427","194,346","2,500.7","2,000.6",43.6,48,88.4,"218,196","250,746",112,0.5,116.7,0.9,113.4,0.6,104.75380187,136.49143347,1.34,1.1802,1.2278,0.8844,1.3118,1.2295,1.1284,0.8688,1.0679,0.9715,1.1796
SATD201203,03/01/2012,"85,281,469","83,201,023","58,846,030","56,828,995","26,435,439","26,372,028","70,799,480","68,779,171","49,693,743","47,328,381","21,105,737","21,450,791",83,82.7,84.4,83.3,79.8,81.3,"8,262","7,873","56,200","53,497","64,462","61,371","71,696,205","69,572,584","3,307,453","3,105,075","1,244,739","1,215,248","1,025,735","1,021,146","544,100,123","548,335,597","913,305","874,669","194,737","195,129","2,127.8","1,917.9",47.1,47,89.2,"256,166","249,737",111.9,-0.1,116,-0.6,113.1,-0.3,104.20793552,136.0893775,1.34,1.1795,1.2095,0.8686,1.3375,1.1764,1.1108,0.8723,1.0238,0.9512,1.1911
SATD201204,04/01/2012,"82,144,193","82,767,828","56,495,334","56,794,439","25,648,859","25,973,390","67,807,033","68,625,964","47,240,812","47,345,952","20,566,221","21,280,012",82.5,82.9,83.6,83.4,80.2,81.9,"7,804","7,841","53,691","53,670","61,495","61,511","68,669,276","69,427,460","2,990,274","3,020,224","1,192,250","1,204,129","1,015,261","1,035,412","585,609,840","587,337,974","869,426","863,803","190,796","195,929","1,953.1","2,155.8",46.9,47.6,88.6,"249,394","246,547",112.1,0.2,115.5,-0.4,113.1,0,104.9666466,135.49743004,1.36,1.177,1.1764,0.8606,1.3562,1.2601,1.097,0.8759,1.1508,0.9638,1.1826
SATD201205,05/01/2012,"85,193,744","82,938,354","58,102,685","56,802,706","27,091,059","26,135,648","71,155,609","68,375,225","49,075,105","47,160,747","22,080,504","21,214,478",83.5,82.4,84.5,83,81.5,81.2,"7,930","7,844","55,749","53,268","63,679","61,111","71,887,545","69,131,618","3,126,142","3,108,783","1,237,395","1,218,256","1,048,915","1,030,204","594,778,477","570,530,944","899,825","863,594","204,268","198,867","1,873.8","2,278.1",48.3,47.8,88.4,"260,774","248,096",113,0.8,115.1,-0.3,113.6,0.4,105.18671919,135.5905197,1.38,1.172,1.2109,0.8707,1.3493,1.224,1.0967,0.889,1.2161,0.967,1.1806
SATD201206,06/01/2012,"87,828,881","82,846,734","59,980,866","57,027,823","27,848,015","25,818,910","76,014,162","68,439,513","51,958,870","47,328,663","24,055,292","21,110,850",86.5,82.6,86.6,83,86.4,81.8,"8,706","7,844","57,903","53,519","66,609","61,363","76,760,765","69,189,996","3,091,102","3,092,488","1,216,288","1,236,778","1,057,111","1,041,615","642,263,746","576,655,208","851,240","864,836","207,446","204,158","1,868.4","2,278",46.3,45.7,89.5,"260,376","247,577",113.9,0.8,115.2,0.1,114.2,0.5,105.17129254,132.82324386,1.4,1.173,1.2046,0.884,1.3643,1.2372,1.0983,0.9127,1.216,0.9259,1.1952
SATD201207,07/01/2012,"91,937,381","82,586,695","62,452,540","56,867,333","29,484,841","25,719,362","79,640,786","68,323,042","54,239,650","47,363,253","25,401,136","20,959,789",86.6,82.7,86.8,83.3,86.1,81.5,"9,499","7,799","59,688","53,480","69,187","61,279","80,499,331","68,874,412","2,998,876","3,011,449","1,227,468","1,224,313","1,050,304","1,038,508","663,965,533","562,048,903","848,428","872,188","204,346","200,322","2,069.8","2,285.7",46.6,46,89.6,"260,244","245,308",113.5,-0.4,115.2,0,114,-0.2,105.42275784,133.4882924,1.41,1.1676,1.173,0.8751,1.3602,1.2058,1.1077,0.8955,1.2201,0.9318,1.1964
SATD201208,08/01/2012,"89,856,820","82,780,482","61,026,458","56,950,736","28,830,362","25,829,746","77,738,861","68,556,939","52,870,440","47,553,120","24,868,421","21,003,819",86.5,82.8,86.6,83.5,86.3,81.3,"9,109","7,802","58,646","53,459","67,755","61,261","78,609,005","69,216,525","3,018,293","3,025,763","1,296,307","1,225,253","1,091,182","1,032,698","639,545,067","560,903,116","893,072","871,126","213,676","209,150","2,008.8","2,213.8",47.6,45.3,89,"264,379","246,538",112.9,-0.5,115.5,0.3,113.7,-0.3,104.98002356,134.37378641,1.39,1.1734,1.1786,0.8757,1.3526,1.2034,1.1063,0.935,1.1818,0.9162,1.1884
SATD201209,09/01/2012,"79,960,227","82,834,043","54,386,944","56,912,721","25,573,283","25,921,321","65,230,938","68,629,778","43,861,218","47,255,809","21,369,720","21,373,968",81.6,82.9,80.6,83,83.6,82.5,"7,287","8,017","50,135","53,748","57,422","61,766","66,008,348","69,326,284","2,969,583","3,041,868","1,234,535","1,215,417","1,055,933","1,036,299","533,542,490","573,925,969","876,994","878,155","196,690","194,522","1,807.2","2,215.8",45.3,45.3,88.6,"238,867","245,805",112.2,-0.6,116,0.4,113.3,-0.4,104.90181148,135.74386065,1.39,1.1753,1.1849,0.8687,1.3573,1.2313,1.1152,0.8696,1.1828,0.9164,1.1826
SATD201210,10/01/2012,"80,300,875","81,167,461","55,378,640","55,491,868","24,922,235","25,675,594","66,974,008","68,217,902","46,661,136","47,056,650","20,312,872","21,161,252",83.4,84,84.3,84.8,81.5,82.4,"7,151","7,915","53,780","52,788","60,931","60,703","67,677,764","69,108,767","3,009,063","2,813,616","1,262,848","1,197,436","1,101,408","1,024,675","539,908,156","555,110,003","924,377","835,954","205,788","204,745","1,901.1","2,223",50.6,46.3,86.9,"253,574","245,176",110.5,-1.5,113.8,-1.9,111.5,-1.6,105.2475628,135.95174186,1.39,1.1716,1.096,0.8559,1.3421,1.191,1.0616,0.9153,1.1867,0.9372,1.1606
SATD201211,11/01/2012,"77,419,583","82,669,548","54,524,168","56,903,298","22,895,415","25,766,249","63,372,211","68,690,677","45,148,885","47,360,154","18,223,326","21,330,523",81.9,83.1,82.8,83.2,79.6,82.8,"6,894","7,914","51,845","52,809","58,739","60,723","64,039,210","69,240,010","3,099,439","2,988,920","1,205,969","1,214,026","996,259","1,009,617","534,831,976","541,337,653","862,515","867,633","207,311","208,169","2,167.8","2,152.2",47.2,47,88.6,"240,361","247,779",112.2,1.5,115.3,1.3,113.1,1.4,105.67681224,136.9094803,1.39,1.1738,1.1642,0.8677,1.3224,1.1614,1.1019,0.9306,1.1489,0.9516,1.1825
SATD201212,12/01/2012,"80,934,358","82,680,821","56,181,504","56,756,174","24,752,854","25,924,647","65,923,928","68,861,131","45,818,788","47,718,175","20,105,140","21,142,956",81.5,83.3,81.6,84.1,81.2,81.6,"7,706","7,897","51,166","53,858","58,872","61,755","66,702,987","69,693,453","3,070,883","2,878,588","1,201,630","1,237,271","973,474","1,015,989","577,219,034","566,617,500","824,189","880,998","214,575","209,375","2,503.9","1,979.7",47.1,48.3,89.3,"238,709","245,651",112.3,0.1,116.5,1,113.6,0.4,105.94348845,136.84837236,1.39,1.1815,1.1213,0.8843,1.3307,1.2156,1.1188,0.936,1.0568,0.9769,1.1927
SATD201301,01/01/2013,"79,165,398","83,304,654","54,130,043","57,224,414","25,035,355","26,080,239","62,433,674","69,422,321","42,716,898","48,040,514","19,716,776","21,381,807",78.9,83.3,78.9,84,78.8,82,"7,530","7,920","47,817","53,982","55,347","61,902","63,139,217","70,160,385","2,825,268","3,010,345","1,192,314","1,209,496","1,046,442","1,076,745","478,056,074","571,880,983","864,277","891,013","197,914","199,114","2,878.8","2,089.3",44.2,46.4,91.9,"229,419","250,411",114.4,1.9,117.4,0.8,115.3,1.5,105.93582906,137.82866933,1.4,1.1894,1.1726,0.8645,1.4103,1.2269,1.1316,0.8901,1.1153,0.9399,1.2266
SATD201302,02/01/2013,"72,648,062","83,935,208","49,951,094","57,477,610","22,696,968","26,457,598","57,526,656","70,752,306","40,360,485","48,659,812","17,166,171","22,092,493",79.2,84.3,80.8,84.7,75.6,83.5,"6,752","8,104","45,740","54,747","52,492","62,852","58,109,870","71,296,927","2,564,138","2,994,367","1,110,548","1,228,428","983,077","1,096,789","449,136,459","571,426,272","813,156","881,465","183,911","207,548","2,567.2","2,157.4",42.9,47.5,92.8,"215,803","249,845",116,1.4,118.3,0.8,116.6,1.1,106.45850148,140.30925186,1.38,1.2087,1.1664,0.878,1.4366,1.226,1.1194,0.9278,1.1517,0.9619,1.2393
SATD201303,03/01/2013,"85,647,079","83,700,665","59,506,910","57,570,700","26,140,169","26,129,964","72,164,048","69,333,290","50,591,941","47,735,239","21,572,107","21,598,051",84.3,82.8,85,82.9,82.5,82.7,"8,534","8,044","56,565","53,630","65,099","61,674","72,764,478","70,012,438","3,043,702","2,937,348","1,239,149","1,219,471","1,037,566","1,050,687","604,193,668","586,840,754","888,513","867,439","208,833","207,475","2,521.1","2,264.7",48.3,48.2,92.7,"253,026","248,349",115.9,-0.1,116.3,-1.7,115.9,-0.6,106.9071691,137.37521416,1.4,1.1869,1.1442,0.8716,1.3762,1.259,1.1016,0.9275,1.2089,0.9749,1.2378
SATD201304,04/01/2013,"83,149,109","83,835,932","57,130,631","57,393,899","26,018,478","26,442,033","67,827,983","69,642,423","47,323,333","47,965,609","20,504,650","21,676,814",81.6,83.1,82.8,83.6,78.8,82,"7,754","7,991","53,229","53,520","60,983","61,512","68,453,537","70,318,840","2,932,522","2,892,872","1,190,406","1,208,316","1,034,194","1,032,764","547,267,811","574,368,730","907,511","883,082","203,070","206,956","1,967.5","2,183.9",44.6,45.3,93.1,"252,064","247,844",115,-0.8,117.3,0.9,115.6,-0.3,106.78893402,136.62107367,1.41,1.1921,1.1268,0.8636,1.3527,1.2323,1.1215,0.9252,1.1658,0.9174,1.2423
SATD201305,05/01/2013,"86,666,443","84,130,020","59,071,106","57,626,802","27,595,337","26,503,218","72,981,718","69,579,540","50,124,879","47,798,966","22,856,839","21,780,575",84.2,82.7,84.9,82.9,82.8,82.2,"8,222","8,039","56,563","53,227","64,785","61,265","73,574,534","70,234,662","2,859,231","2,839,094","1,241,624","1,227,072","1,077,102","1,057,627","598,536,892","570,499,213","908,338","871,386","214,306","208,244","1,752.5","2,121.7",45.9,45.1,94.6,"263,406","249,071",116,0.9,116.7,-0.5,116.1,0.4,106.88429881,137.97744146,1.4,1.1907,1.1059,0.877,1.3853,1.224,1.1066,0.9309,1.1326,0.9136,1.263
SATD201306,06/01/2013,"89,546,169","84,233,636","60,724,545","57,705,297","28,821,624","26,528,339","77,865,105","70,250,364","52,826,890","48,343,641","25,038,215","21,906,723",87,83.4,87,83.8,86.9,82.6,"9,084","8,151","57,991","54,590","67,075","62,741","78,467,134","70,798,947","2,870,590","2,901,983","1,210,146","1,228,299","1,070,484","1,062,675","638,602,721","576,029,182","851,486","883,396","211,502","208,160","1,742.9","2,117.8",48.4,48.1,94.3,"259,980","249,233",116.6,0.5,117.8,0.9,116.9,0.7,107.030906,137.050257,1.41,1.2002,1.1304,0.8779,1.3919,1.2358,1.1219,0.9305,1.1305,0.9745,1.2586
SATD201307,07/01/2013,"93,813,172","84,208,838","63,316,300","57,610,161","30,496,872","26,598,677","81,268,540","69,917,025","54,754,449","47,989,112","26,514,091","21,927,913",86.6,83,86.5,83.3,86.9,82.4,"9,908","8,165","59,311","53,207","69,219","61,372","81,974,582","70,448,233","2,864,407","2,854,229","1,226,158","1,214,340","1,079,970","1,067,120","681,357,191","574,952,312","868,341","876,941","212,025","207,635","1,926.3","2,127.3",47.4,46.9,94.4,"263,946","247,384",116.1,-0.4,117.1,-0.6,116.4,-0.4,106.70629891,137.61336379,1.4,1.1943,1.1118,0.8679,1.3977,1.2335,1.1137,0.9282,1.1356,0.9502,1.2599
SATD201308,08/01/2013,"92,159,953","84,781,406","62,097,351","58,025,801","30,062,602","26,755,605","79,332,043","70,225,911","53,123,236","48,178,626","26,208,807","22,047,286",86.1,82.8,85.5,83,87.2,82.4,"9,611","8,204","58,115","53,653","67,726","61,857","80,007,788","70,622,932","2,893,384","2,919,048","1,301,948","1,227,841","1,140,462","1,075,442","649,933,765","572,745,471","888,310","882,936","211,301","206,154","1,927.4","2,128.3",49.1,46.7,94.7,"268,061","250,869",116.7,0.5,117.6,0.4,116.9,0.4,107.32757249,138.61336379,1.41,1.1973,1.137,0.8776,1.4086,1.2288,1.1213,0.9216,1.1361,0.9457,1.2641
SATD201309,09/01/2013,"81,546,815","84,503,153","55,225,722","57,803,514","26,321,093","26,699,638","66,575,979","70,027,036","44,654,218","48,017,016","21,921,761","22,010,020",81.6,82.9,80.9,83.1,83.3,82.4,"7,428","8,168","50,766","53,637","58,194","61,805","67,203,059","70,514,365","2,784,913","2,832,816","1,239,309","1,219,338","1,103,442","1,087,957","517,765,302","551,945,410","900,750","884,053","209,629","208,301","1,767","2,154.3",45.4,45,95.4,"242,536","249,145",116.7,0,117.5,-0.1,116.9,0,107.89728004,138.43660765,1.42,1.1954,1.1034,0.8715,1.425,1.1842,1.1227,0.9312,1.15,0.9111,1.2738
SATD201310,10/01/2013,"83,998,713","84,880,825","57,851,952","57,909,431","26,146,761","26,971,394","69,054,445","70,037,672","47,859,100","47,989,662","21,195,345","22,048,010",82.2,82.5,82.7,82.9,81.1,81.7,"7,453","8,251","54,706","53,677","62,159","61,928","69,727,370","70,818,090","3,087,864","2,887,597","1,280,690","1,215,627","1,165,982","1,089,120","543,695,520","560,490,616","972,481","881,326","208,421","206,727","1,866.8","2,176.3",50.3,46.1,94.7,"258,748","249,407",116.6,-0.1,117.7,0.2,116.9,0,107.77494556,138.91747573,1.43,1.2006,1.1248,0.8689,1.4265,1.2025,1.1193,0.9241,1.1618,0.933,1.2642
SATD201311,11/01/2013,"79,452,114","85,111,869","55,462,978","58,111,175","23,989,136","27,000,694","63,029,552","71,144,968","44,420,327","49,133,596","18,609,225","22,011,372",79.3,83.6,80.1,84.6,77.6,81.5,"7,056","8,250","50,543","54,226","57,599","62,476","63,611,195","72,166,213","3,009,318","2,837,197","1,229,055","1,237,195","1,083,084","1,092,455","519,835,331","554,184,685","862,513","885,054","204,507","207,309","2,316.9","2,286.5",46.6,46.3,97.3,"240,055","249,394",119,2.1,119.3,1.4,119,1.8,108.03827753,140.91976014,1.45,1.2234,1.1051,0.8843,1.4309,1.189,1.124,0.9267,1.2206,0.9374,1.2985
SATD201312,12/01/2013,"83,373,980","84,883,203","57,751,895","58,039,950","25,622,085","26,843,253","70,372,528","70,625,949","49,132,874","48,395,126","21,239,654","22,230,823",84.4,83.2,85.1,83.4,82.9,82.8,"8,159","8,310","54,333","54,036","62,492","62,346","70,967,040","70,995,138","3,068,925","2,928,973","1,184,768","1,215,550","1,038,694","1,080,295","604,977,613","565,132,907","837,436","875,106","205,962","201,592","2,920.8","2,306.4",44.9,46.1,95.7,"241,237","245,957",117.8,-1,117.6,-1.4,117.6,-1.2,108.26449922,139.37321531,1.45,1.2036,1.1409,0.8688,1.415,1.2125,1.1114,0.9012,1.2312,0.9324,1.2773
SATD201401,01/01/2014,"79,779,042","84,179,224","54,016,100","57,164,168","25,762,942","27,015,056","64,075,229","70,810,909","43,564,252","48,673,736","20,510,977","22,137,174",80.3,84.1,80.7,85.1,79.6,81.9,"7,854","8,299","47,957","53,467","55,811","61,765","64,743,622","71,548,784","2,720,657","2,884,548","1,201,520","1,220,585","1,067,964","1,062,134","466,418,567","558,053,995","831,824","860,993","206,621","208,001","3,204.1","2,339.9",44.5,46.8,93.1,"226,413","246,531",116.2,-1.4,117.6,0,116.6,-0.9,107.86016975,139.04768704,1.46,1.213,1.1236,0.8724,1.3912,1.1973,1.0934,0.9298,1.2491,0.947,1.2426
SATD201402,02/01/2014,"72,508,207","84,071,688","49,369,958","56,888,464","23,138,249","27,183,225","57,888,205","71,254,405","40,543,416","48,914,676","17,344,789","22,339,729",79.8,84.8,82.1,86,75,82.2,"6,928","8,340","45,513","54,518","52,441","62,858","58,474,896","71,904,965","2,425,044","2,843,342","1,098,607","1,214,027","992,254","1,101,854","424,362,057","550,426,626","812,062","880,832","202,517","227,295","2,741.2","2,325",41.6,46.3,95.5,"213,949","249,499",118.2,1.7,118.8,1,118.3,1.5,108.68619715,141.38692176,1.44,1.219,1.1075,0.8677,1.4432,1.1809,1.1186,1.0161,1.2411,0.9379,1.2746
SATD201403,03/01/2014,"88,159,265","86,458,078","60,675,512","58,864,232","27,483,753","27,593,846","73,637,965","72,284,570","51,862,090","49,873,155","21,775,875","22,411,415",83.5,83.6,85.5,84.7,79.2,81.2,"8,682","8,355","57,762","56,166","66,444","64,521","74,237,229","72,707,734","3,042,193","2,904,183","1,282,488","1,272,172","1,137,395","1,141,139","542,911,331","556,008,117","912,986","895,864","220,610","217,974","2,557.9","2,284.2",50.8,50.7,96.1,"253,424","251,120",120.1,1.6,120.4,1.3,120.1,1.5,109.7548438,140.85065677,1.43,1.2326,1.1312,0.9093,1.4946,1.1929,1.1377,0.9744,1.2193,1.0265,1.2836
SATD201404,04/01/2014,"84,811,525","85,568,015","57,998,679","58,289,820","26,812,846","27,278,195","70,715,384","71,515,686","49,245,759","49,227,002","21,469,625","22,288,684",83.4,83.6,84.9,84.5,80.1,81.7,"8,237","8,397","55,248","55,016","63,485","63,413","71,278,694","72,397,228","2,924,333","2,932,173","1,269,684","1,293,671","1,126,987","1,146,429","545,773,080","551,514,472","920,690","894,609","216,054","218,146","1,961.7","2,190.7",50.4,51.3,96.8,"256,736","251,959",120.6,0.4,120,-0.3,120.3,0.2,109.82302315,141.0391205,1.42,1.2273,1.1421,0.9246,1.5016,1.1832,1.1361,0.9752,1.1694,1.0379,1.2921
SATD201405,05/01/2014,"88,468,426","85,705,718","59,709,980","58,262,491","28,758,446","27,443,228","75,191,291","71,842,133","51,524,033","49,370,602","23,667,258","22,471,532",85,83.8,86.3,84.7,82.3,81.9,"8,621","8,386","57,889","55,174","66,510","63,560","75,712,694","72,419,424","3,022,743","3,027,172","1,313,273","1,303,720","1,160,489","1,131,645","581,325,298","558,124,144","923,771","903,406","222,373","215,186","1,810.2","2,188.1",51.8,50.8,97.3,"266,237","252,289",121.1,0.4,120.4,0.3,120.7,0.3,110.26457078,140.74100514,1.42,1.2277,1.1791,0.9318,1.4822,1.1974,1.1473,0.9619,1.168,1.0289,1.2984
SATD201406,06/01/2014,"91,975,247","86,187,517","61,760,135","58,484,718","30,215,112","27,702,799","79,468,784","71,637,103","53,979,800","49,326,280","25,488,984","22,310,823",86.4,83.1,87.4,84.3,84.4,80.5,"9,337","8,325","59,262","55,211","68,599","63,536","80,063,355","72,082,697","2,932,966","2,953,897","1,255,383","1,270,428","1,142,230","1,136,743","624,637,290","557,236,091","874,500","888,030","216,312","213,781","1,745.4","2,112.4",49.9,49.8,97,"263,459","252,054",119.8,-1.1,119.4,-0.8,119.5,-1,110.64441177,140.9737293,1.42,1.222,1.1506,0.908,1.4889,1.1955,1.1278,0.9557,1.1276,1.0085,1.2949
SATD201407,07/01/2014,"96,520,210","86,393,275","64,773,495","58,798,516","31,746,715","27,594,760","83,675,271","71,721,862","56,874,432","49,687,862","26,800,839","22,034,001",86.7,83,87.8,84.5,84.4,79.8,"10,130","8,310","61,759","55,541","71,889","63,851","84,404,540","72,304,964","3,081,705","3,066,371","1,307,467","1,287,759","1,144,252","1,134,774","672,539,892","560,258,987","886,021","894,918","220,313","215,352","1,881","2,075",50.3,49.8,97.3,"270,053","252,111",120.5,0.6,119.9,0.4,120.1,0.5,110.94517765,142.39977156,1.43,1.2258,1.1944,0.9204,1.4863,1.202,1.1365,0.9627,1.1076,1.0083,1.2996
SATD201408,08/01/2014,"93,962,667","86,294,433","62,868,360","58,781,645","31,094,307","27,512,789","81,231,837","71,944,158","54,640,576","49,686,274","26,591,261","22,257,884",86.5,83.4,86.9,84.5,85.5,80.9,"9,769","8,352","59,762","55,294","69,531","63,646","81,957,560","72,430,824","2,965,888","3,009,337","1,339,869","1,261,180","1,187,136","1,125,990","649,665,562","571,799,848","887,253","900,420","221,402","216,379","1,933.1","2,134.6",51,48.4,98.5,"268,831","252,472",120.8,0.2,120.3,0.3,120.5,0.3,110.73740323,141.63706453,1.43,1.2279,1.1722,0.9014,1.4748,1.2268,1.1435,0.9673,1.1395,0.9802,1.3147
SATD201409,09/01/2014,"83,490,060","86,622,437","56,458,516","59,177,349","27,031,544","27,445,087","68,392,098","72,304,174","46,336,551","49,995,817","22,055,547","22,308,357",81.9,83.5,82.1,84.5,81.6,81.3,"7,462","8,303","52,530","55,349","59,992","63,652","69,028,870","72,792,278","2,897,972","2,921,083","1,278,100","1,256,988","1,157,442","1,135,972","540,029,397","571,046,971","931,104","896,716","222,014","222,059","1,809.3","2,192.8",52.9,52.3,99,"247,688","253,485",121.9,0.9,120.6,0.2,121.3,0.7,111.07700545,141.0636779,1.43,1.234,1.1378,0.8984,1.4879,1.2251,1.1388,0.9927,1.1705,1.0579,1.3218
SATD201410,10/01/2014,"86,100,071","87,068,146","59,584,333","59,667,565","26,515,738","27,400,581","71,270,226","71,807,213","50,112,977","49,879,987","21,157,249","21,927,226",82.8,82.5,84.1,83.6,79.8,80,"7,408","8,151","57,084","55,074","64,492","63,225","71,887,841","72,481,658","3,201,548","2,990,260","1,335,832","1,271,032","1,223,207","1,145,424","554,539,946","568,078,337","986,786","891,706","222,427","219,980","1,912.8","2,223.9",56.1,52.1,99.3,"265,144","254,117",122.6,0.6,120,-0.5,121.6,0.2,111.08315454,139.31096516,1.43,1.2288,1.1648,0.9085,1.5003,1.2188,1.1324,0.9834,1.1872,1.0553,1.3259
SATD201411,11/01/2014,"81,651,877","87,582,743","56,949,532","59,713,696","24,702,345","27,869,047","65,178,503","72,530,021","46,352,175","50,216,047","18,826,328","22,313,974",79.8,82.8,81.4,84.1,76.2,80.1,"7,160","8,365","52,578","56,036","59,738","64,400","65,654,285","73,140,618","3,150,257","3,017,905","1,250,050","1,257,712","1,113,273","1,130,247","546,544,981","559,870,076","841,908","881,989","221,566","226,074","2,357.5","2,325.9",51.2,50.8,100.1,"241,451","253,099",123.4,0.7,120.3,0.3,122.2,0.5,111.76419293,137.23472302,1.43,1.2399,1.1755,0.8989,1.4804,1.2012,1.1201,1.0106,1.2416,1.0279,1.3359
SATD201412,12/01/2014,"86,849,506","88,362,525","60,270,590","60,543,559","26,578,916","27,818,966","71,781,111","73,188,201","50,303,173","50,619,315","21,477,938","22,568,885",82.6,82.8,83.5,83.6,80.8,81.1,"8,291","8,375","55,487","55,939","63,778","64,313","72,233,639","73,612,515","3,241,011","3,022,715","1,288,684","1,318,949","1,070,542","1,141,399","587,913,029","569,840,614","864,316","885,309","233,711","229,684","2,679.2","2,111.4",51.2,52.6,99.5,"252,271","255,291",123.2,-0.2,121,0.6,122.3,0.1,111.75372869,136.13906339,1.45,1.2479,1.1774,0.9427,1.495,1.2226,1.1243,1.0268,1.1271,1.0648,1.3286
SATD201501,01/01/2015,"83,421,189","88,249,626","56,980,252","60,439,391","26,440,937","27,810,235","65,975,447","73,243,469","45,137,553","50,757,825","20,837,894","22,485,644",79.1,83,79.2,84,78.8,80.9,"8,056","8,445","49,728","56,158","57,784","64,603","66,538,437","73,751,752","2,842,181","3,030,205","1,272,443","1,294,973","1,084,673","1,077,233","458,200,128","554,541,284","818,017","866,825","232,949","233,776","3,115","2,281.9",48.4,50.8,99.2,"233,498","254,967",123,-0.2,120.3,-0.6,121.9,-0.3,110.89717162,131.96173615,1.45,1.2503,1.1803,0.9256,1.4109,1.1897,1.1008,1.0451,1.2181,1.0285,1.3242
SATD201502,02/01/2015,"74,547,659","86,713,018","51,251,151","59,141,135","23,296,508","27,571,883","59,784,666","73,553,442","42,248,126","50,948,857","17,536,540","22,604,584",80.2,84.8,82.4,86.1,75.3,82,"6,995","8,438","47,165","56,479","54,160","64,917","60,331,344","74,197,765","2,750,727","3,244,095","1,089,174","1,203,104","929,348","1,026,647","430,056,703","560,432,105","779,983","849,147","212,246","237,483","2,925.2","2,501.5",42,46.8,98.6,"217,220","254,414",122.3,-0.6,120.1,-0.2,121.4,-0.4,110.20394293,132.76013706,1.46,1.2579,1.2636,0.8599,1.3447,1.2024,1.0784,1.0616,1.3353,0.9466,1.3163
SATD201503,03/01/2015,"90,323,907","88,628,220","62,860,127","60,839,829","27,463,780","27,788,391","75,751,609","74,260,597","53,924,946","51,623,902","21,826,663","22,636,694",83.9,83.8,85.8,84.9,79.5,81.5,"8,643","8,396","59,557","57,460","68,200","65,855","76,271,051","74,858,507","3,140,177","3,000,778","1,236,088","1,231,701","1,200,332","1,211,675","556,689,651","560,857,792","907,646","875,296","247,881","244,391","2,591.3","2,307.6",41,41,101.1,"258,017","255,735",123,0.6,121.9,1.5,122.5,0.9,109.82884861,133.93346659,1.44,1.2691,1.1689,0.8803,1.587,1.2033,1.1116,1.0925,1.2318,0.8298,1.3501
SATD201504,04/01/2015,"88,617,951","89,341,905","61,116,542","61,410,823","27,501,409","27,931,082","73,090,871","73,687,722","51,883,047","51,730,786","21,207,824","21,956,936",82.5,82.5,84.9,84.2,77.1,78.6,"8,221","8,280","57,698","57,386","65,919","65,666","73,607,258","74,423,953","3,047,441","3,058,850","1,202,758","1,229,414","1,186,358","1,209,588","541,203,782","558,824,145","901,828","875,095","242,574","243,116","2,007.9","2,257.5",46.3,47,98.5,"262,817","257,796",122,-0.8,121.4,-0.4,121.7,-0.7,109.20401503,133.28498001,1.45,1.2617,1.1915,0.8787,1.5843,1.1989,1.1113,1.0868,1.2051,0.9506,1.3151
