ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD202002,02/01/2020,92853151,104927538,68495033,76690170,24358118,28237368,73892439,88531466,55336127,64784646,18556312,23746820,79.6,84.4,80.8,84.5,76.2,84.1,7962,9438,59868,70839,67830,80277,74428889,89703425,2954419,3497031,962057,1019728,1036215,1085566,400433113,543344075,788599,839081,305296,324968,3041.5,2508.9,44,49.5,116.6,242695,284040,136.6,-0.2,136.8,-0.7,136.6,-0.4,109.7167626,131.5591091,1.42,1.5207,1.3622,0.7288,1.4218,1.1657,1.0656,1.4527,1.3393,1.0028,1.5566
SATD202003,03/01/2020,82523537,80821892,64968396,62613103,17555141,18208790,42770844,41742454,32526486,30920868,10244358,10821586,51.8,51.6,50.1,49.4,58.4,59.4,4653,4505,34414,33054,39067,37558,43175178,42361260,3607776,3482045,989919,983058,1028873,1031339,233377315,271793308,505660,473391,309006,307362,2707.5,2501.2,48.8,48.8,116.6,226638,224870,135.2,-1,69.9,-48.9,109.5,-19.8,105.5858705,124.4046259,1.53,0.7181,1.3563,0.7026,1.3508,0.5831,0.6012,1.374,1.3352,0.9887,1.5566
SATD202004,04/01/2020,21032453,21320643,19489079,19731288,1543374,1589355,2908236,2917625,2551127,2544782,357109,372843,13.8,13.7,13.1,12.9,23.1,23.5,137,137,2877,2870,3014,3008,3086778,2959610,3473099,3492316,836433,839519,936802,971085,36018048,55765533,171450,139085,271251,274274,2240.5,2563,48.9,47.7,106.2,167617,167174,125.2,-7.4,12.5,-82.1,80.9,-26.1,91.65268588,106.0219874,1.69,0.0502,1.3603,0.6,1.2719,0.1196,0.1766,1.2261,1.3682,0.965,1.4178
SATD202005,05/01/2020,18989982,18551594,17242845,16893642,1747137,1657952,7137356,6700072,6658185,6249934,479171,450138,37.6,36.1,38.6,37,27.4,27.2,191,181,7861,7381,8052,7562,7373339,2827647,3813574,3786417,821331,795100,1012346,998443,69098462,47970094,200586,197873,275968,266828,2067.1,2515.2,48.4,46.2,109.3,221006,204304,127.1,1.5,16.5,32,83.6,3.3,93.13655775,108.6053684,1.35,0.0479,1.4749,0.5683,1.3077,0.1029,0.2513,1.1928,1.3426,0.935,1.4593
SATD202006,06/01/2020,27347184,25913670,24771861,23556656,2575323,2357014,14806854,13452645,13912065,12692486,894789,760159,54.1,51.9,56.2,53.9,34.7,32.3,401,348,16132,14913,16533,15260,15138037,4983428,3910916,3875315,849366,863537,1075605,1076035,128982242,52536626,256196,243537,260117,256955,2130.7,2534.4,41.5,40.1,111.1,250330,235771,129,1.5,21.5,30.3,86.9,3.9,98.9812113,120.4603084,1.23,0.0845,1.5095,0.6172,1.4094,0.1127,0.3093,1.1487,1.3529,0.8121,1.4838
SATD202007,07/01/2020,45800946,41473295,40313263,36738370,5487683,4734925,22062675,18881260,20075949,17305750,1986726,1575510,48.2,45.5,49.8,47.1,36.2,33.3,1133,920,22922,19782,24055,20702,22438942,6860752,4047716,3976293,927800,917416,1152235,1140311,160734686,38300960,306701,310428,283793,279130,2489.3,2656.2,43.3,43.9,113.9,265550,242159,133.9,3.8,27.6,28.4,92.5,6.4,102.7479049,125.4277556,1.22,0.1163,1.5489,0.6557,1.4935,0.0822,0.3942,1.2478,1.4179,0.8891,1.521
SATD202008,08/01/2020,49987959,46592257,42874137,40279527,7113822,6312730,23818082,22025347,21184556,19835216,2633526,2190130,47.6,47.3,49.4,49.2,37,34.7,1401,1238,24431,22992,25832,24230,24135481,15216314,4005867,4012112,992610,919592,1243652,1178135,157997236,80354754,318609,339482,283502,279060,2401.3,2571.5,44.3,43.4,112.2,265060,251358,132.6,-1,35.9,30.1,95.2,2.9,103.6901176,126.530554,1.23,0.258,1.5628,0.6573,1.5431,0.1724,0.4311,1.2475,1.3727,0.8794,1.498
SATD202009,09/01/2020,43187717,44751059,35882035,37416467,7305682,7334592,23073723,25087034,20474551,22389228,2599172,2697806,53.4,56.1,57.1,59.8,35.6,36.8,1414,1615,23854,25315,25268,26930,23384462,29496003,4107403,4099644,956719,959369,1218979,1206099,157507264,168451290,331020,301380,273565,283896,2171.8,2577.8,42.1,43.8,111.3,257531,254995,133,0.3,43.8,22,98.8,3.8,103.6402777,127.1050828,1.23,0.5,1.5969,0.6857,1.5797,0.3614,0.3827,1.2691,1.3761,0.8858,1.4858
SATD202010,10/01/2020,49296527,49304579,40389937,40207812,8906590,9096767,27870756,28281784,24425708,24669006,3445048,3612778,56.5,57.4,60.5,61.4,38.7,39.7,1984,2213,28027,27199,30011,29412,28273454,29501590,4347617,4103203,1012032,972183,1292686,1215442,161006011,148847184,351338,279802,288756,287469,2320,2604.2,48.4,44.6,111.5,266596,255505,133.7,0.5,42.1,-3.9,98.6,-0.2,104.4535754,128.0151342,1.25,0.5001,1.5983,0.6949,1.592,0.3193,0.3553,1.2851,1.3901,0.9024,1.4885
SATD202011,11/01/2020,53690474,56500894,43474923,45072801,10215551,11428092,27957384,29709582,23711619,24625930,4245765,5083652,52.1,52.6,54.5,54.6,41.6,44.5,2465,2834,26294,27381,28759,30215,28292813,34182838,4357871,4179207,969903,987582,1221661,1245229,137301130,127394807,311158,327754,282464,281684,2434.9,2324.1,44.6,44.6,112.3,238300,248198,133.2,-0.4,48.9,16.2,101.1,2.5,104.7699837,128.5211308,1.27,0.5795,1.6279,0.7059,1.631,0.2733,0.4162,1.2592,1.2406,0.903,1.4995
SATD202012,12/01/2020,57400881,57644195,45077323,45015013,12323558,12629182,30832402,31632089,25075790,25708110,5756612,5923979,53.7,54.9,55.6,57.1,46.7,46.9,3272,3279,27263,28259,30535,31538,31081791,32756589,4447502,4171198,973999,987884,1186808,1245818,130652258,121267075,309585,332297,290021,279266,3167.8,2544.7,44.8,45.2,113.3,241451,249061,135,1.4,48.1,-1.6,101.9,0.8,105.870023,131.1107938,1.27,0.5553,1.6248,0.7061,1.6317,0.2602,0.422,1.2484,1.3584,0.9152,1.5126
SATD202101,01/01/2021,55267184,58420847,42318254,44951359,12948930,13469488,27800391,31549690,22357665,25573040,5442726,5976650,50.3,54,52.8,56.9,42,44.4,2988,3147,24305,28461,27293,31608,28118918,36738282,4078149,4357960,1020270,1032935,1274512,1275430,119971180,233007707,296321,362498,282448,276506,3292.4,2513.5,45.5,46.5,114.8,231030,258907,137.1,1.6,53.7,11.6,105.5,3.5,107.0852769,133.7061679,1.22,0.6228,1.6975,0.7383,1.6705,0.4999,0.4604,1.2361,1.3418,0.9411,1.5324
SATD202102,02/01/2021,48911433,57147358,37928427,43889904,10983006,13257454,26323206,32268067,22477683,27126759,3845523,5141308,53.8,56.5,59.3,61.8,35,38.8,2122,2619,24483,29789,26605,32408,26554203,43740514,3563126,4364458,825664,930042,1017915,1108169,115723821,264455088,279291,353252,242384,273660,3041.8,2606.3,39.8,45.6,112.5,213038,253624,133.7,-2.5,58.4,8.8,105.4,-0.1,103.8042533,131.6470588,1.24,0.7415,1.7001,0.6647,1.4514,0.5674,0.4486,1.2233,1.3913,0.9235,1.5013
SATD202103,03/01/2021,67277537,66039887,53749328,51884721,13528209,14155167,42683735,41205404,36811555,34961055,5872180,6244348,63.4,62.4,68.5,67.4,43.4,44.1,3455,3360,39343,37586,42798,40946,42987649,42440174,4652578,4459696,1024084,1015382,1267475,1275428,168864251,196029869,351850,301758,281405,280059,2615.6,2445.7,47.6,47.5,113.3,269426,267337,136,1.7,53.5,-8.4,104.8,-0.6,106.6511729,133.134209,1.1,0.7195,1.7372,0.7257,1.6705,0.4206,0.3832,1.2519,1.3055,0.9613,1.5121
SATD202104,04/01/2021,68934612,70059776,54787601,55460662,14147011,14599114,47644846,47598802,40971447,40659109,6673399,6939693,69.1,67.9,74.8,73.3,47.2,47.5,3998,3985,43799,43034,47797,47019,48141936,47371199,4542139,4555059,1015992,1015568,1253645,1281605,197898318,229938563,355896,320333,297845,301347,2238.5,2554.1,47.4,46.1,113.2,259189,264108,137.3,1,58.6,9.5,107.7,2.8,106.8264758,133.2661336,1.09,0.8031,1.7743,0.7259,1.6786,0.4933,0.4068,1.3471,1.3634,0.9328,1.5116
SATD202105,05/01/2021,76736575,74958646,61332669,60310223,15403906,14648422,57822304,54564325,49649002,46838283,8173302,7726042,75.4,72.8,81,77.7,53.1,52.7,4942,4669,52752,50058,57694,54727,58176510,53875310,4501273,4396797,1064035,1037409,1269402,1242764,259115194,241249459,377573,377906,307594,298484,2093.8,2548.5,49.4,47.4,112.8,284326,268886,136.7,-0.4,67.5,15.2,111.1,3.2,107.6397735,135.1205026,1.09,0.9133,1.7127,0.7415,1.6277,0.5176,0.4799,1.3343,1.3604,0.9597,1.5056
SATD202106,06/01/2021,84579593,79910081,67462202,64180150,17117391,15729931,68542276,61566687,57717814,52430070,10824462,9136616,81,77,85.6,81.7,63.2,58.1,6037,5245,60110,55528,66147,60773,68909506,58641563,4374325,4409630,1008919,1026139,1193552,1212572,381297689,302735801,413460,400297,318205,314020,2214.9,2619.3,50.4,48.9,111,286898,272791,136.2,-0.4,72.9,8,113.1,1.8,108.0861757,137.2504283,1.09,0.9941,1.7177,0.7334,1.5882,0.6495,0.5084,1.4038,1.3982,0.9899,1.4818
SATD202107,07/01/2021,92572450,83452035,73407831,66997099,19164619,16454935,78048249,66620726,64545092,55957079,13503157,10663647,84.3,79.8,87.9,83.5,70.5,64.8,7034,5702,66740,58211,73774,63913,78489822,62936005,4426509,4364861,1006272,998766,1184293,1165582,443271815,323879580,423936,443332,320768,315798,2388,2550.6,47.2,47.7,111,296430,275111,135.1,-0.8,79.2,8.6,115.1,1.8,108.8198589,139.3386636,1.12,1.0669,1.7002,0.7139,1.5266,0.6949,0.563,1.4117,1.3615,0.9662,1.4822
SATD202108,08/01/2021,91200105,84462400,71871478,67283809,19328627,17178591,71745477,65594209,58416652,54494324,13328825,11099885,78.7,77.7,81.3,81,69,64.6,6358,5673,60631,56336,66989,62008,72081116,63157292,4317023,4296518,1032162,959909,1199404,1136343,414408346,332535656,429683,432625,323022,317915,2410.9,2573.7,46.8,46.1,111.1,287347,272566,134.3,-0.6,78.6,-0.8,114.4,-0.6,108.7816698,139.4597373,1.12,1.0707,1.6736,0.6861,1.4884,0.7134,0.5494,1.4212,1.3739,0.9328,1.4836
SATD202109,09/01/2021,83960638,86664239,66268780,68906276,17691858,17757963,60555482,65605513,50123963,54785984,10431519,10819529,72.1,75.7,75.6,79.5,59,60.9,4844,5473,53903,57259,58747,62732,61064518,67034571,4305893,4304642,1000764,1004168,1136168,1126920,351319450,360002124,466132,437044,295799,306623,2110.2,2502.4,42.8,44.6,112.9,277998,274638,135.2,0.7,82,4.3,116.4,1.7,107.7166911,140.5368361,1.1,1.1364,1.6768,0.7177,1.476,0.7724,0.555,1.3707,1.3358,0.903,1.5077
SATD202110,10/01/2021,87192079,87258613,69064746,68761347,18127333,18497266,66925166,68079289,55934107,56567554,10991059,11511735,76.8,78,81,82.3,60.6,62.2,5361,6005,60546,58845,65907,64851,67419511,68935794,4564394,4335765,1049785,1011515,1194144,1128589,390139707,377523107,503101,450181,315039,314261,2237.7,2507,51.8,48,113.6,285746,275558,136.5,1,84.4,2.9,118.2,1.5,109.3460913,143.0859509,1.09,1.1687,1.6889,0.723,1.4782,0.81,0.5717,1.4048,1.3383,0.9711,1.5171
SATD202111,11/01/2021,86168283,90570890,68469059,70830285,17699224,19740605,67951338,72652384,55742283,57947715,12209055,14704669,78.9,80.2,81.4,81.8,69,74.5,5999,6950,59779,62262,65778,69211,68363650,74543877,4403123,4197108,993437,1010640,1106405,1117699,401400762,390687386,470308,469331,327980,326879,2660,2529.1,52.1,52.2,113.9,267749,275537,137.2,0.5,90,6.6,121,2.4,109.9942267,144.4354655,1.1,1.2637,1.6349,0.7223,1.4639,0.8382,0.596,1.4612,1.3501,1.0563,1.5206
SATD202112,12/01/2021,90144114,90551959,69447122,69381894,20696992,21170065,71880334,73250079,57091558,58161055,14788776,15089024,79.7,80.9,82.2,83.8,71.5,71.3,7095,7103,59535,60968,66630,68071,72249478,73254803,4787729,4490386,997125,1010267,1080977,1113972,403283532,390286648,451803,473524,331548,320793,2979.7,2398.7,48.1,48.4,115.1,268420,274744,137.4,0.1,89.3,-0.8,120.8,-0.2,109.775988,145.1225014,1.17,1.2419,1.7491,0.7221,1.4591,0.8373,0.6014,1.434,1.2805,0.9796,1.5364
SATD202201,01/01/2022,85220302,90113223,64319116,68438632,20901186,21674591,56461934,64684361,43954958,50845409,12506976,13838951,66.3,71.8,68.3,74.3,59.8,63.8,6050,6344,45814,54568,51864,60912,56844073,65882756,4139487,4420653,994038,1005751,1097053,1108746,251006893,369635131,390298,458297,308543,302470,3583.3,2744,48.1,49,115.9,240540,268834,139.1,1.2,82.6,-7.5,119,-1.5,110.1938023,147.2704169,1.15,1.1169,1.7219,0.7188,1.4522,0.793,0.582,1.3521,1.4648,0.9909,1.547
SATD202202,02/01/2022,79163472,92563806,60647328,70162829,18516144,22400977,58039691,71651945,46520073,56187829,11519618,15464117,73.3,77.4,76.7,80.1,62.2,69,5726,7093,49076,59855,54802,66948,58409593,75826381,3875053,4758066,921210,1023752,1037872,1130050,243967008,393368724,426140,500935,283756,315777,3039.9,2601.4,42.3,48.2,116,235812,274661,140,0.6,93.1,12.7,124,4.2,111.0058055,148.4577384,1.15,1.2855,1.8534,0.7317,1.4801,0.844,0.6362,1.4116,1.3887,0.9757,1.5489
SATD202203,03/01/2022,94041417,92648787,71989534,69498400,22051883,23150387,77898129,75473900,61674705,58233680,16223424,17240220,82.8,81.5,85.7,83.8,73.6,74.5,7874,7640,64605,61621,72479,69261,78278312,77371736,4678075,4482826,1035022,1026376,1184841,1187109,354206394,395155193,510191,458682,327508,326530,2764.3,2601,49.7,49.5,117,277253,272229,140.7,0.5,91.4,-1.8,123.7,-0.2,111.7858766,151.6790406,1.18,1.3117,1.7462,0.7336,1.5548,0.8478,0.5825,1.4597,1.3885,1.0012,1.5622
SATD202204,04/01/2022,92466683,94304407,68699674,69842308,23767009,24462098,78810778,79496850,60270616,60238802,18540162,19258048,85.2,84.3,87.7,86.2,78,78.7,8401,8415,63513,63120,71914,71535,79210651,78708704,4423093,4458381,986098,984310,1160360,1188736,389892474,413806879,504915,485783,299956,303215,2358,2687.6,51.6,50.4,116.2,263243,269363,139.5,-0.9,94.3,3.2,124.2,0.4,112.5198834,152.6290691,1.18,1.3343,1.7366,0.7035,1.557,0.8878,0.6169,1.3555,1.4347,1.0194,1.5515
SATD202205,05/01/2022,97262660,94694238,70973835,69604720,26288825,25089519,83505464,78403464,62706684,58695663,20798780,19707800,85.9,82.8,88.4,84.3,79.1,78.5,8817,8366,66955,62600,75772,70965,83884818,79370384,4360812,4304092,1025945,999264,1209803,1194780,454971549,433434763,515780,499191,327548,318417,2228.5,2711.8,52.3,50.4,116.5,288198,270229,140,0.4,95.9,1.7,125.2,0.8,112.4207429,155.8181039,1.2,1.3455,1.6765,0.7142,1.5649,0.9299,0.634,1.4234,1.4476,1.0211,1.5547
SATD202206,06/01/2022,98333732,92654782,70426079,66945496,27907653,25709285,87643197,77898611,63353855,57473565,24289342,20425045,89.1,84.1,90,85.9,87,79.4,10024,8594,67356,62301,77380,70895,88035758,77502341,4234310,4200044,993992,1012767,1139953,1153614,517100080,436270191,521492,508704,320090,315249,2308.2,2718.1,54.4,52.9,117.3,282342,267460,140.5,0.4,95.1,-0.8,125.1,-0.1,112.4343356,157.6076528,1.21,1.3139,1.636,0.7239,1.511,0.936,0.646,1.4093,1.4509,1.0706,1.5661
SATD202207,07/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006859,1001169,1147820,1135909,,,,,,,2425.5,2587.8,55,55.4,116.9,286603,266495,139.6,-0.6,,,,,113.0649946,,,,,0.7156,1.4878,,,,1.3814,1.1217,1.5609
