ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD201601,01/01/2016,86324710,91426424,59672180,63328865,26652530,28097559,69265865,76898417,48074919,54060754,21190946,22837663,80.2,84.1,80.6,85.4,79.5,81.3,8334,8692,52474,59424,60808,68116,69778658,77357560,2815647,3021142,1062112,1085388,1130858,1142521,443214812,541919517,796025,864145,253507,253152,3091.7,2276.7,39.8,42.2,102.7,239679,262611,122.5,1.5,124.2,-0.5,123,0.8,107.2407301,126.192747,1.5,1.3114,1.1768,0.7758,1.4964,1.1627,1.0974,1.1317,1.2153,0.8534,1.3716
SATD201602,02/01/2016,81955424,92159908,57466886,64030258,24488538,28129650,64559135,76900576,46460173,54267379,18098962,22633197,78.8,83.4,80.8,84.8,73.9,80.5,7386,8593,51111,59102,58497,67695,65026219,77825410,2558377,2928469,1014985,1078457,1087281,1150987,425393477,552949921,832503,863029,235963,251154,2652.3,2193.6,42.9,47.7,101.7,223011,261752,121.8,-0.6,124.7,0.4,122.7,-0.2,106.6862335,126.1322102,1.49,1.3194,1.1407,0.7708,1.5075,1.1863,1.096,1.1227,1.171,0.9652,1.3573
SATD201603,03/01/2016,94156648,92468988,66469562,64287784,27687086,28181204,78684812,75707261,56704006,53358074,21980806,22349187,83.6,81.9,85.3,83,79.4,79.3,8962,8541,61593,58758,70555,67299,79121758,76780853,3083370,2995463,1057654,1056035,1102697,1121610,555131660,548895800,907384,860382,256477,252578,2356.3,2097,44.2,44.5,101.7,265147,262392,120.7,-0.9,123.4,-1,121.6,-0.9,105.8705624,126.5742433,1.51,1.3016,1.1668,0.7548,1.4691,1.1776,1.0927,1.1291,1.1194,0.9006,1.3579
SATD201604,04/01/2016,91606913,92492131,63775639,64309058,27831274,28183073,75127770,76980030,53623642,54282900,21504128,22697130,82,83.2,84.1,84.4,77.3,80.5,8342,8591,58894,59124,67236,67714,75617435,77564755,3046837,3025199,1012381,1038131,1101110,1109887,512433020,545179450,871083,857561,257720,257964,2083.9,2363.3,45.1,45.5,103.2,269653,264735,123.2,2.1,124.2,0.6,123.4,1.5,106.1919332,126.8375214,1.51,1.3149,1.1784,0.742,1.4537,1.1697,1.0891,1.1532,1.2616,0.9204,1.3772
SATD201605,05/01/2016,96381341,92928126,66545378,64638562,29835963,28289564,80784690,77387704,57131553,54834470,23653137,22553234,83.8,83.3,85.9,84.8,79.3,79.7,8763,8566,62752,59993,71515,68558,81226986,77887706,2978308,2978597,1058600,1051243,1148705,1126750,571922265,552624586,879877,859231,264596,255804,1965.8,2376.9,46.4,44.7,102,277972,264565,122.3,-0.7,124.7,0.4,123,-0.3,105.9472642,126.944032,1.51,1.3204,1.1602,0.7514,1.4758,1.1856,1.0912,1.1435,1.2688,0.9053,1.3615
SATD201606,06/01/2016,99866149,93261168,68799372,64950391,31066777,28310777,86518457,77699370,60278335,54921626,26240122,22777745,86.6,83.3,87.6,84.6,84.5,80.5,9744,8635,64757,60174,74501,68809,87042101,78233055,3050262,3051794,1073479,1082477,1120398,1117704,624827889,554003837,867550,860020,261461,261013,2000.7,2410.7,44.9,44.8,102.2,276991,264364,123.3,0.8,125.1,0.3,123.8,0.7,106.4510579,127.8112507,1.49,1.3263,1.1887,0.7737,1.4639,1.1886,1.0922,1.1668,1.2869,0.9063,1.3638
SATD201607,07/01/2016,104401229,93454704,71524272,65169305,32876957,28285399,90628483,77326503,62349264,54471444,28279219,22855059,86.8,82.7,87.2,83.6,86,80.8,10751,8690,66136,59393,76887,68083,91256833,77910824,3031681,3046928,1139143,1111629,1115819,1106441,681258622,562801592,809114,849789,270082,264973,2186.6,2386.5,47,46.8,104.9,285160,265645,125.7,1.9,124.3,-0.6,125,1,106.6242032,126.9026271,1.5,1.3208,1.1868,0.7945,1.4492,1.2075,1.0792,1.1845,1.2739,0.9476,1.3999
SATD201608,08/01/2016,101837319,93592341,69971945,65285892,31865374,28306449,86136355,77254872,59282193,54538785,26854162,22716088,84.6,82.5,84.7,83.5,84.3,80.3,9950,8656,63500,58927,73450,67583,86708521,77524508,3089859,3087261,1192602,1110488,1175723,1112774,622399656,543690695,864510,850188,273449,269297,2208.4,2415.9,49.4,46.9,101.4,279213,264145,123.8,-1.5,123.9,-0.3,123.6,-1.1,106.5088809,127.3729298,1.5,1.3143,1.2026,0.7937,1.4575,1.1665,1.0797,1.2038,1.2896,0.9484,1.3539
SATD201609,09/01/2016,90445645,93736616,62507832,65482229,27937813,28254387,75323792,79396513,52660648,56472522,22663144,22923991,83.3,84.7,84.2,86.2,81.1,81.1,7857,8703,58620,60895,66477,69599,75735172,79457875,3144378,3138524,1146142,1129202,1116007,1105399,529746419,549306844,884140,849946,251894,256134,1947.8,2330.9,47.5,47,100.2,262039,263573,122.5,-1.1,126,1.7,123.6,0,106.3993839,127.891205,1.5,1.347,1.2225,0.8071,1.4478,1.1785,1.0794,1.145,1.2443,0.9516,1.3379
SATD201610,10/01/2016,92169699,93387527,64769650,65304193,27400049,28083334,77274227,78569682,55320061,55720269,21954166,22849413,83.8,84.1,85.4,85.3,80.1,81.4,7830,8656,61709,61000,69539,69656,77790770,78637270,3363915,3174520,1184052,1123943,1192422,1121314,515715563,533385921,889002,827542,271800,268212,1925.2,2218.2,49.9,46.2,101.7,275610,266664,123.3,0.7,124.1,-1.5,123.5,-0.1,106.4898942,127.9668761,1.49,1.3331,1.2365,0.8033,1.4687,1.1443,1.0509,1.199,1.1841,0.936,1.3571
SATD201611,11/01/2016,86896657,93394842,62885803,65852417,24010854,27542424,72215277,78450625,53280611,55871868,18934666,22578757,83.1,84,84.7,84.8,78.9,82,7322,8658,59269,60823,66591,69481,72625059,79056891,3397217,3233453,1123870,1137133,1121925,1137301,541014515,542936023,839892,843826,257922,263051,2159.5,2124.7,46.1,45.7,102.4,255154,265314,123.6,0.2,125.3,1,124,0.4,106.0452181,127.6279269,1.51,1.3402,1.2595,0.8128,1.4896,1.1648,1.0716,1.1759,1.1342,0.9257,1.3672
SATD201612,12/01/2016,92983411,94453217,65698076,66057000,27285335,28396217,76957615,79145856,54812269,56086735,22145346,23059122,82.8,83.8,83.4,84.9,81.2,81.2,8805,8866,59178,60882,67983,69748,77310983,79455526,3455965,3215482,1091370,1118806,1131383,1163835,562539179,544798350,807517,843163,270123,264428,2866.3,2259,44.9,46.5,103.2,264778,267135,124.8,1,125.7,0.3,125,0.8,106.6988553,130.2692747,1.48,1.347,1.2525,0.7997,1.5244,1.1688,1.0708,1.1821,1.2059,0.9405,1.3777
SATD201701,01/01/2017,89957347,95039503,63084040,66588618,26873307,28450885,71433297,79964584,50136641,56747539,21296656,23217045,79.4,84.1,79.5,85.2,79.2,81.6,8512,8901,54109,61633,62621,70534,71876269,80161458,2993084,3193620,1106215,1127573,1113971,1134653,458016423,558829739,802693,855672,270123,267756,2913.8,2159.8,43.9,46.2,103,242600,266509,124.1,-0.6,127.1,1.1,125,0,106.5139512,130.5034266,1.48,1.359,1.244,0.8059,1.4861,1.1989,1.0867,1.1969,1.1529,0.9352,1.3748
SATD201702,02/01/2017,81365955,94829173,57436642,66302508,23929313,28526665,64261254,79027300,46484890,55999845,17776364,23027455,79,83.3,80.9,84.5,74.3,80.7,7299,8833,51078,61178,58377,70011,64666236,79499671,2710384,3243466,1035202,1146737,1040348,1137040,405865664,544651238,777821,846791,245467,271249,2340.2,2026.7,43,47.7,104,225644,265234,124.8,0.6,125.9,-0.9,125.1,0.1,106.1718677,130.7024557,1.48,1.3477,1.2634,0.8196,1.4893,1.1685,1.0754,1.2126,1.0819,0.9658,1.3891
SATD201703,03/01/2017,96763000,95010810,68737057,66392814,28025943,28617996,80838984,78639235,58791439,55715710,22047545,22923525,83.5,82.8,85.5,83.9,78.7,80.1,8999,8701,63963,60894,72962,69595,81311996,79796739,3435973,3294949,1126912,1126620,1123340,1129106,530748447,550155773,886230,838463,274785,271012,2523.3,2254.1,47.7,48.2,103,268343,265123,125.2,0.3,125.9,0,125.3,0.2,106.8782576,130.6313535,1.49,1.3528,1.2835,0.8052,1.4789,1.1803,1.0648,1.2115,1.2033,0.9763,1.375
SATD201704,04/01/2017,94777063,95722329,66075380,66720720,28701683,29001609,79494360,80365143,56302476,56423108,23191884,23942035,83.9,84,85.2,84.6,80.8,82.6,9163,9197,61099,61697,70262,70894,79935852,80757910,3249956,3310013,1089556,1111429,1103713,1141153,561148298,576240114,834677,839075,279556,280347,1932,2202.3,44.1,43.9,104.4,272864,270670,125.5,0.2,127.1,1,125.9,0.5,107.9375188,129.7509994,1.48,1.3691,1.2893,0.7944,1.4947,1.2363,1.0656,1.2532,1.1756,0.8887,1.3932
SATD201705,05/01/2017,99451590,95918886,68835215,66884353,30616375,29034533,83542041,80017206,59016291,56581586,24525750,23435619,84,83.4,85.7,84.6,80.1,80.7,9236,9041,64443,61399,73679,70440,83939006,80566999,3395667,3363122,1134834,1124793,1171410,1147083,574606036,554626792,875749,839179,290050,280968,1892,2290.3,42.6,40.5,104.7,281264,266153,126.1,0.5,126.8,-0.2,126.2,0.2,108.0286763,131.0014278,1.49,1.3658,1.31,0.8039,1.5024,1.1899,1.0657,1.256,1.2226,0.8206,1.398
SATD201706,06/01/2017,103710325,96725191,71663412,67569645,32046913,29155545,89667877,79926898,62468978,56550242,27198899,23376656,86.5,82.6,87.2,83.7,84.9,80.2,10262,8988,66746,61054,77008,70042,90130486,80483445,3442624,3432236,1129103,1137203,1156506,1149984,636313142,560566982,842737,831024,278060,277984,1910.4,2300.2,44.7,44.4,103.6,280290,266376,126.1,0,126.4,-0.3,126.1,-0.1,108.2183271,130.5085665,1.49,1.3644,1.3369,0.8128,1.5062,1.2027,1.0554,1.2427,1.2279,0.8984,1.3833
SATD201707,07/01/2017,108632534,97507301,74806757,68385460,33825777,29121840,94106754,80837377,65035238,57312674,29071516,23524703,86.6,82.9,86.9,83.8,85.9,80.8,11242,9091,68575,62222,79817,71313,94641128,81204806,3451415,3464676,1129179,1102180,1153881,1143600,667515087,552887484,790814,833279,284041,279444,2141.6,2313.2,45.7,45.8,107.3,288566,269548,128.7,2.1,127.3,0.7,128,1.5,108.0316969,130.5499714,1.5,1.3766,1.3496,0.7878,1.4979,1.1862,1.0582,1.2492,1.2348,0.9273,1.4319
SATD201708,08/01/2017,105782526,97236222,73231170,68273042,32551356,28963179,90444528,80959172,62520313,57426995,27924215,23532177,85.5,83.3,85.4,84.1,85.8,81.2,10437,9115,66665,61898,77102,71014,90980861,81377673,3534006,3519768,1184965,1104112,1216328,1152742,628885839,549057726,837928,824607,281100,277227,2093.8,2275.1,47,44.7,108.3,282558,267211,129.2,0.4,127.1,-0.2,128.3,0.2,107.5419275,132.1747573,1.5,1.3796,1.371,0.7891,1.5098,1.178,1.0472,1.2393,1.2145,0.9053,1.4463
SATD201709,09/01/2017,91409247,94864107,63120361,66391012,28288886,28473095,74645832,79332417,51871588,56209841,22774244,23122576,81.7,83.6,82.2,84.7,80.5,81.2,7773,8688,57145,60109,64918,68797,75092290,79779442,3514537,3516806,1113057,1100807,1139093,1125345,511006011,530675162,844867,828120,260591,266857,1920.5,2287,44,44,109,265212,266506,129.2,0,125.4,-1.3,127.6,-0.5,107.6445202,132.9651628,1.46,1.3525,1.3699,0.7868,1.4739,1.1385,1.0517,1.1929,1.2208,0.8915,1.455
SATD201710,10/01/2017,96446815,97305563,68007445,68215642,28439370,29089921,80629312,81790268,58257903,58404684,22371409,23385584,83.6,84.1,85.7,85.6,78.7,80.4,8079,9002,64625,62999,72704,72001,81168039,81814037,3725503,3496564,1173743,1119859,1233353,1163647,544835510,553645729,910849,833411,290875,287058,2031.5,2323,45.7,42.1,109.4,278888,268718,130.3,0.9,128,2.1,129.2,1.3,109.0007715,134.3723587,1.46,1.387,1.362,0.8004,1.5241,1.1878,1.0584,1.2832,1.2401,0.8514,1.4602
SATD201711,11/01/2017,90290523,97077273,65149170,68196531,25141353,28880742,75655182,81896417,55883967,58338088,19771215,23558328,83.8,84.4,85.8,85.5,78.6,81.6,7719,9014,61911,63706,69630,72720,76124199,82177871,3845508,3653077,1106644,1122491,1143806,1164530,552222667,549325988,831770,835659,293896,297813,2357.3,2307.2,46.6,46.4,110.2,258159,268212,132.1,1.4,128.4,0.3,130.6,1.1,109.2013181,136.5479726,1.45,1.3931,1.423,0.8023,1.5253,1.1785,1.0613,1.3313,1.2316,0.9391,1.471
SATD201712,12/01/2017,96283221,97683694,68235415,68638693,28047806,29045002,79629124,81754544,56980320,58305534,22648804,23449010,82.7,83.7,83.5,84.9,80.8,80.7,8955,9066,61374,63406,70329,72472,80037671,82277090,3809832,3589920,1102229,1125943,1155490,1177945,558435738,544649307,773762,827147,300128,292931,3086,2440.7,43.9,45.2,112.1,267958,272319,133.7,1.2,128.2,-0.2,131.5,0.7,109.3758658,136.5316962,1.44,1.3948,1.3984,0.8048,1.5428,1.1685,1.0504,1.3095,1.3029,0.9156,1.4961
SATD201801,01/01/2018,93056109,98331629,65566520,69175169,27489589,29156459,73352756,82500748,51716869,58751886,21635887,23748862,78.8,83.9,78.9,84.9,78.7,81.5,8598,9052,55830,63837,64428,72889,73795634,82743002,3401406,3603655,1074022,1092771,1159338,1176828,438710211,541061690,788672,823805,291804,287769,3340.9,2505.2,45,47.1,109.1,244736,268361,131.8,-1.4,128.5,0.2,130.4,-0.8,109.3296938,137.6085094,1.45,1.4027,1.4037,0.781,1.5414,1.1608,1.0462,1.2864,1.3373,0.953,1.4563
SATD201802,02/01/2018,85156278,99278098,60464271,69784457,24692007,29493641,68213441,84041080,49452398,59587623,18761043,24453457,80.1,84.7,81.8,85.4,76,82.9,7637,9273,54078,64878,61715,74151,68674043,84030542,3085190,3719739,1028163,1138025,1105421,1204269,397611189,539671433,766031,835503,264816,291632,2710.7,2346.3,43.9,48.7,111.7,227759,267857,134.1,1.7,130.4,1.5,132.6,1.7,109.719999,138.2007424,1.45,1.4245,1.4489,0.8134,1.5773,1.1578,1.0611,1.3037,1.2525,0.9858,1.4917
SATD201803,03/01/2018,100683549,98937009,71674603,69281541,29008946,29655467,85599897,82939538,61707206,58341257,23892691,24598281,85,83.8,86.1,84.2,82.4,82.9,9647,9177,66643,63795,76290,72972,86103037,84313467,3751133,3687803,1164406,1163643,1201985,1214998,507584752,511462297,841125,809618,291322,288397,2796.7,2518.2,49.8,50.3,112.2,270705,268556,135.7,1.2,129.5,-0.7,133.2,0.5,110.3367416,138.6921759,1.45,1.4293,1.4365,0.8317,1.5914,1.0973,1.0282,1.2892,1.3443,1.0182,1.4979
SATD201804,04/01/2018,99520372,100569039,70357641,70913621,29162731,29655418,82536712,84187519,59340837,59785585,23195875,24401934,82.9,83.7,84.3,84.3,79.5,82.3,9074,9191,64557,64900,73631,74091,83009406,84114808,3551100,3539724,1126657,1142684,1179073,1209819,502623911,540775257,829115,815493,283594,285024,2350.5,2688.3,52.5,51.9,111.5,275127,273320,135.5,-0.1,129.6,0.1,133.1,-0.1,111.5832803,138.6610508,1.45,1.426,1.3788,0.8167,1.5846,1.1602,1.0356,1.2741,1.4351,1.0508,1.4887
SATD201805,05/01/2018,104550878,100823618,73310982,71192825,31239896,29630793,88019738,83676204,62580573,59468873,25439165,24207331,84.2,83,85.4,83.5,81.4,81.7,9452,9179,67844,64444,77296,73624,88525173,84593008,3754233,3704541,1171733,1155652,1244509,1223868,556052014,535521103,857964,821996,298650,289438,2055,2492.3,54.2,51.9,113,283713,267556,136.3,0.6,130.4,0.6,134,0.7,110.5471052,140.3375214,1.44,1.4341,1.443,0.826,1.603,1.1489,1.0439,1.2939,1.3304,1.0512,1.508
SATD201806,06/01/2018,107912286,101081554,75323764,71510564,32588522,29570990,94375329,84227126,66095834,60129681,28279495,24097445,87.5,83.3,87.7,84.1,86.8,81.5,10606,9261,70278,64920,80884,74181,94917275,85108008,3700670,3696426,1152587,1160961,1233577,1225234,600475156,527021420,822283,826413,290939,290233,2063.1,2477.4,53.8,53.1,113.9,282648,269325,137.1,0.6,131.2,0.6,134.8,0.6,111.3856465,141.1387778,1.45,1.4428,1.4398,0.8298,1.6048,1.1307,1.0495,1.2974,1.3225,1.0749,1.5211
SATD201807,07/01/2018,112677219,101145336,78406996,71546645,34270223,29598691,98883723,84435185,69091770,60418671,29791953,24016514,87.8,83.5,88.1,84.4,86.9,81.1,11421,9304,72540,64557,83961,73860,99373376,85265251,3653015,3636229,1168482,1146645,1232880,1220831,655798387,538382192,797095,821174,290901,286546,2350.7,2516.2,49.8,50.1,113.4,290989,270452,136.1,-0.7,131.1,-0.1,134.1,-0.5,111.6100342,140.8052541,1.45,1.4455,1.4164,0.8195,1.599,1.1551,1.0429,1.2809,1.3432,1.015,1.514
SATD201808,08/01/2018,110046265,101323629,76722877,71616771,33323388,29706858,94835592,84570508,66132066,60586920,28703526,23983588,86.2,83.5,86.2,84.6,86.1,80.7,10649,9281,70339,64334,80988,73615,95268669,85319390,3670746,3640837,1226049,1147454,1276948,1209903,622165201,537675007,833080,818913,296027,292146,2313.8,2499.1,52,50.1,114.1,284989,267900,136.6,0.4,131.1,0,134.4,0.2,112.3882714,141.8695031,1.46,1.4464,1.4182,0.8201,1.5847,1.1536,1.04,1.306,1.3341,1.0142,1.523
SATD201809,09/01/2018,98096193,101680525,68530530,72058255,29565663,29622270,79102243,84749259,55431382,60547989,23670861,24201270,80.6,83.3,80.9,84,80.1,81.7,8233,9242,60469,64812,68702,74054,79470511,84772808,3699181,3725038,1145301,1139197,1209202,1203070,495908489,516713138,816295,819172,305793,314020,2156.1,2563.1,50.3,51.1,115.2,267434,269877,138.6,1.5,130.5,-0.5,135.4,0.7,112.373492,142.4740149,1.47,1.4371,1.451,0.8142,1.5757,1.1086,1.0403,1.4038,1.3682,1.0334,1.5383
SATD201810,10/01/2018,101209471,101877719,72044942,72064500,29164529,29813219,84374600,86035246,61011632,61455238,23362968,24580009,83.4,84.4,84.7,85.3,80.1,82.4,8424,9469,67082,65189,75506,74658,84871382,85883513,3947441,3689684,1183163,1135627,1279057,1205932,541695863,542640451,921343,830300,313644,310475,2285.9,2595.6,56.2,52.6,116.1,281382,270155,139.3,0.5,132.2,1.3,136.5,0.8,112.2452242,142.5348372,1.46,1.456,1.4372,0.8117,1.5795,1.1642,1.0545,1.3879,1.3856,1.0648,1.5501
SATD201811,11/01/2018,94867555,101486485,69098159,72044463,25769396,29442022,79461417,85360013,58779362,60786766,20682055,24573247,83.8,84.1,85.1,84.4,80.3,83.5,8079,9343,64660,65784,72739,75127,79928484,85531219,3813572,3623891,1109139,1125931,1183104,1198876,561549866,550860387,812423,812118,314398,316617,2715.9,2638.4,50.2,50.1,117.1,260473,269052,139.7,0.3,131.1,-0.8,136.3,-0.1,112.151046,140.483438,1.45,1.45,1.4116,0.8047,1.5703,1.1818,1.0314,1.4154,1.4084,1.0132,1.5632
SATD201812,12/01/2018,100428417,101667017,71865620,72221481,28562797,29445536,82764474,85686096,59477976,61527277,23286498,24158818,82.4,84.3,82.8,85.2,81.5,82,9238,9349,63646,66935,72884,76284,83062296,85669037,3841788,3634711,1124343,1144728,1199347,1219576,551882741,544429397,763255,819927,326224,317259,2999.5,2384.4,50.2,51.3,115.2,270370,277525,137.7,-1.4,131.5,0.3,135.2,-0.8,112.0525528,139.0982296,1.49,1.4523,1.4158,0.8182,1.5974,1.168,1.0413,1.4182,1.2728,1.0381,1.5378
SATD201901,01/01/2019,96987157,102313118,68754681,72480585,28232476,29832534,76935981,86540998,54357953,61706612,22578028,24834386,79.3,84.6,79.1,85.1,80,83.2,8984,9465,58034,66943,67018,76408,77340229,86186663,3500821,3705678,1106095,1122648,1181896,1200517,443790117,548677589,773669,807334,326965,321857,3424.3,2587.7,48.2,50,115.7,248927,273421,138.8,0.8,131.5,0,136,0.6,111.4046331,138.4734438,1.49,1.4611,1.4434,0.8024,1.5724,1.1772,1.0253,1.4388,1.3813,1.0115,1.5442
SATD201902,02/01/2019,87915449,102658424,62805313,72580237,25110136,30078187,70762598,87407414,51406118,61955031,19356480,25452383,80.5,85.1,81.8,85.4,77.1,84.6,7898,9641,55679,67059,63577,76700,71123685,87135525,3016466,3662460,997818,1105916,1088287,1183919,400576951,545639783,740735,811370,293373,321517,3019.1,2604.6,39.5,44.6,116,231791,272141,137.9,-0.6,132.7,0.9,135.8,-0.1,110.9162662,139.1459166,1.49,1.4772,1.4266,0.7904,1.5507,1.1706,1.0304,1.4373,1.3904,0.9024,1.5482
SATD201903,03/01/2019,105309484,103533296,75651237,73102971,29658247,30430325,90028517,87753178,65407751,62079364,24620766,25673814,85.5,84.8,86.5,84.9,83,84.4,9977,9608,70233,67526,80210,77134,90478107,89256860,3782254,3677876,1064444,1060389,1182130,1184625,517020057,550931635,832480,816860,328368,326130,2927.8,2671.2,46,46.2,116,272379,270920,138.2,0.2,135.3,2,136.9,0.8,111.0072079,138.7081668,1.48,1.5131,1.4326,0.7579,1.5516,1.182,1.0374,1.4579,1.4259,0.9358,1.5483
SATD201904,04/01/2019,101856842,103313936,72335257,73042276,29521585,30271661,86209795,87495501,61953259,62116403,24256536,25379098,84.6,84.7,85.6,85,82.2,83.8,9489,9576,66938,66815,76427,76391,86684142,87339369,3618255,3646128,1120790,1130018,1133354,1167840,532041046,549214465,853038,820908,317497,319783,2212.4,2529.3,51,50,116.8,273413,271928,139,0.6,133.4,-1.4,136.7,-0.1,110.4490434,137.8566533,1.48,1.4806,1.4203,0.8077,1.5296,1.1783,1.0425,1.4295,1.3502,1.0115,1.559
SATD201905,05/01/2019,107425049,103794044,75386137,73342263,32038912,30451782,92550535,87070739,65811235,61799925,26739300,25270814,86.2,83.9,87.3,84.3,83.5,83,9982,9534,71365,66439,81347,75973,92977220,88368110,3745098,3681847,1142717,1120554,1166977,1150086,576765031,551607749,861455,824993,333172,323971,2134,2593.2,52.4,50.1,116.8,289711,271676,139.3,0.2,134.7,1,137.5,0.6,110.6572493,138.0431182,1.48,1.4981,1.4342,0.8009,1.5064,1.1834,1.0477,1.4482,1.3843,1.0146,1.5593
SATD201906,06/01/2019,110097457,103382344,76617273,73007689,33480184,30374654,97811522,87334046,68413224,62430486,29398298,24903560,88.8,84.5,89.3,85.5,87.8,82,11049,9580,72791,68302,83840,77882,98273616,88155658,3595928,3606248,1088710,1099658,1142915,1147812,618224369,547697150,800261,822324,324508,322712,2119.3,2535.7,50.1,49,117.5,281359,269353,138.8,-0.4,134.4,-0.2,137,-0.4,110.6758045,137.4151913,1.48,1.4945,1.4047,0.786,1.5034,1.1751,1.0443,1.4426,1.3536,0.9917,1.569
SATD201907,07/01/2019,114924902,103317067,80081728,73164154,34843174,30152913,101794185,86759665,71276651,62243705,30517534,24515960,88.6,84,89,85.1,87.6,81.3,11673,9577,75284,66301,86957,75878,102295052,87933190,3655379,3602965,1118656,1102642,1163930,1148870,657244637,539669086,822014,828808,330838,326682,2393.9,2553.2,49.6,50.2,118.9,291520,269606,140.2,1,134.4,0,137.8,0.6,110.2533514,136.3018275,1.47,1.4907,1.4034,0.7881,1.5048,1.1578,1.0526,1.4604,1.363,1.0156,1.5869
SATD201908,08/01/2019,113124199,104362972,78976853,73975533,34147346,30387439,98025331,87869724,68148009,63035798,29877322,24833926,86.7,84.2,86.3,85.2,87.5,81.7,11065,9692,72718,67339,83783,77032,98411628,88825365,3670233,3655345,1169165,1094244,1207740,1137480,626644744,544476384,835988,838114,331841,328016,2433.9,2616.8,54.3,53.1,120.6,293308,276508,142.1,1.4,135.8,1,139.5,1.2,111.0164855,135.9894346,1.46,1.5058,1.4238,0.7821,1.4898,1.1681,1.0644,1.4663,1.3969,1.0739,1.6095
SATD201909,09/01/2019,101087368,104404608,70649657,73904416,30437711,30500192,83345979,89658309,58213796,63700147,25132183,25958162,82.4,85.9,82.4,86.2,82.6,85.1,8610,9673,63981,67920,72591,77593,83814263,89390612,3528614,3535415,1063191,1062390,1138058,1132286,528336348,542590433,846274,832911,304027,313345,2206.3,2620.4,49.3,50.6,117.7,273319,274195,138.6,-2.5,136.1,0.2,137.5,-1.4,110.6609172,135.3495146,1.47,1.5154,1.3771,0.7593,1.483,1.1641,1.0578,1.4007,1.3988,1.0245,1.5716
SATD201910,10/01/2019,104422300,104747203,74904252,74575370,29518048,30171832,87646386,89332253,63323793,63727096,24322593,25605157,83.9,85.3,84.5,85.5,82.4,84.9,8694,9785,69922,67962,78616,77747,88208329,89267903,3832869,3590109,1083582,1040762,1179756,1115608,540165523,533199971,915445,826579,311611,309182,2306.5,2602.3,54.2,50.4,118.1,283961,272669,138.4,-0.1,135.6,-0.4,137.2,-0.2,109.7962692,134.237293,1.47,1.5133,1.3984,0.7439,1.4612,1.144,1.0497,1.3821,1.3891,1.0206,1.5764
SATD201911,11/01/2019,98506078,105041684,72118568,75232808,26387510,29808876,80521747,89917222,59158779,64371162,21362968,25546060,81.7,85.6,82,85.6,81,85.7,8257,9649,64817,69907,73074,79556,81010197,89620457,3850416,3586365,1025480,1042896,1095406,1106078,524186383,538803695,814066,829539,310579,310944,2783.8,2677.5,51.1,51.1,117.4,260326,269800,138.5,0.1,136.2,0.4,137.5,0.2,110.1419127,133.5611079,1.44,1.5193,1.397,0.7454,1.4487,1.156,1.0535,1.39,1.4293,1.0342,1.5677
SATD201912,12/01/2019,105336301,106063362,76153733,76112800,29182568,29950561,89959899,89454034,65288157,64099878,24671742,25354156,85.4,84.3,85.7,84.2,84.5,84.7,9584,9642,69719,69558,79303,79200,90389595,89849837,3675337,3565343,1020830,1037349,1075973,1093823,583637283,550850600,791316,830787,322814,312656,3170.7,2534.2,50,50.7,116.4,261757,269023,136.9,-1.2,136.5,0.2,136.6,-0.7,109.7808426,133.3869218,1.42,1.5232,1.3888,0.7414,1.4327,1.1818,1.0551,1.3977,1.3528,1.0257,1.5545
SATD202001,01/01/2020,101193363,106706464,72425576,76475215,28767787,30231250,81045830,91069193,57629920,65311907,23415910,25757286,80.1,85.3,79.6,85.4,81.4,85.2,9161,9740,61623,70868,70784,80607,81536356,90017698,3357167,3547558,1038813,1053109,1121664,1102956,447564878,552570305,815015,847378,321678,316075,3299.8,2511.5,48.1,49.4,116.5,260847,285452,136.9,0,137.7,0.9,137.1,0.4,109.2843847,131.8235294,1.43,1.526,1.3819,0.7527,1.4446,1.1855,1.0761,1.4129,1.3407,1.0002,1.5551
