date (International) Month,date (International) Week,date (International) Year,current (Domestic),current (International),Total Flights,Weekly Total Flights
Apr,Week 16,2022,23207,3681,26888,191962
Apr,Week 16,2022,24308,3441,27749,191962
Apr,Week 16,2022,24027,3347,27374,191962
Apr,Week 16,2022,24549,3427,27976,191962
Apr,Week 16,2022,25713,3511,29224,191962
Apr,Week 16,2022,25088,3540,28628,191962
Apr,Week 16,2022,20244,3879,24123,191962
Apr,Week 17,2022,22967,3659,26626,192662
Apr,Week 17,2022,24396,3467,27863,192662
Apr,Week 17,2022,24183,3335,27518,192662
Apr,Week 17,2022,24690,3414,28104,192662
Apr,Week 17,2022,25890,3508,29398,192662
Apr,Week 17,2022,25273,3530,28803,192662
Apr,Week 17,2022,20494,3856,24350,192662
Apr,Week 18,2022,23524,3659,27183,193114
Apr,Week 18,2022,24201,3427,27628,193114
Apr,Week 18,2022,24085,3327,27412,193114
Apr,Week 18,2022,24809,3415,28224,193114
Apr,Week 18,2022,25933,3512,29445,193114
Apr,Week 18,2022,25398,3539,28937,193114
Apr,Week 18,2022,20491,3794,24285,193114
May,Week 19,2022,23137,4726,27863,200380
May,Week 19,2022,24193,4511,28704,200380
May,Week 19,2022,24151,4433,28584,200380
May,Week 19,2022,24673,4438,29111,200380
May,Week 19,2022,26246,4630,30876,200380
May,Week 19,2022,25422,4597,30019,200380
May,Week 19,2022,20480,4743,25223,200380
May,Week 20,2022,23529,4604,28133,201099
May,Week 20,2022,24611,4549,29160,201099
May,Week 20,2022,24126,4422,28548,201099
May,Week 20,2022,24807,4532,29339,201099
May,Week 20,2022,26241,4629,30870,201099
May,Week 20,2022,25307,4649,29956,201099
May,Week 20,2022,20287,4806,25093,201099
May,Week 21,2022,23497,4635,28132,199774
May,Week 21,2022,23775,4446,28221,199774
May,Week 21,2022,24190,4468,28658,199774
May,Week 21,2022,24727,4559,29286,199774
May,Week 21,2022,26296,4720,31016,199774
May,Week 21,2022,24856,4682,29538,199774
May,Week 21,2022,20113,4810,24923,199774
May,Week 22,2022,22789,4655,27444,199552
May,Week 22,2022,24119,4631,28750,199552
May,Week 22,2022,23863,4518,28381,199552
May,Week 22,2022,24745,4622,29367,199552
May,Week 22,2022,26292,4850,31142,199552
May,Week 22,2022,24833,4786,29619,199552
May,Week 22,2022,19964,4885,24849,199552
May,Week 23,2022,21868,4703,26571,195755
May,Week 23,2022,23477,4681,28158,195755
May,Week 23,2022,23378,4574,27952,195755
Jun,Week 23,2022,23991,4664,28655,195755
Jun,Week 23,2022,24645,4700,29345,195755
Jun,Week 23,2022,24873,4808,29681,195755
Jun,Week 23,2022,20339,5054,25393,195755
Jun,Week 24,2022,23974,4962,28936,206716
Jun,Week 24,2022,24765,4867,29632,206716
Jun,Week 24,2022,24576,4768,29344,206716
Jun,Week 24,2022,25302,4837,30139,206716
Jun,Week 24,2022,26306,4966,31272,206716
Jun,Week 24,2022,25697,5032,30729,206716
Jun,Week 24,2022,21454,5210,26664,206716
Jun,Week 25,2022,23722,5039,28761,204914
Jun,Week 25,2022,24867,4865,29732,204914
Jun,Week 25,2022,24723,4800,29523,204914
Jun,Week 25,2022,25474,4927,30401,204914
Jun,Week 25,2022,24974,4942,29916,204914
Jun,Week 25,2022,25042,5015,30057,204914
Jun,Week 25,2022,21299,5225,26524,204914
Jun,Week 26,2022,23453,4987,28440,205787
Jun,Week 26,2022,24874,4974,29848,205787
Jun,Week 26,2022,24900,4840,29740,205787
Jun,Week 26,2022,24297,4834,29131,205787
Jun,Week 26,2022,26197,5044,31241,205787
Jun,Week 26,2022,25557,5037,30594,205787
Jun,Week 26,2022,21515,5278,26793,205787
Jun,Week 27,2022,23537,5048,28585,205679
Jun,Week 27,2022,24369,4889,29258,205679
Jun,Week 27,2022,24396,4791,29187,205679
Jun,Week 27,2022,25265,4880,30145,205679
Jun,Week 27,2022,26352,5081,31433,205679
Jul,Week 27,2022,25664,4988,30652,205679
Jul,Week 27,2022,21160,5259,26419,205679
Jul,Week 28,2022,21381,4996,26377,198602
Jul,Week 28,2022,22057,4855,26912,198602
Jul,Week 28,2022,23338,4857,28195,198602
Jul,Week 28,2022,24401,4897,29298,198602
Jul,Week 28,2022,25609,5084,30693,198602
Jul,Week 28,2022,25167,5041,30208,198602
Jul,Week 28,2022,21659,5260,26919,198602
Jul,Week 29,2022,23968,5096,29064,207288
Jul,Week 29,2022,24943,4940,29883,207288
Jul,Week 29,2022,24242,4831,29073,207288
Jul,Week 29,2022,25136,4966,30102,207288
Jul,Week 29,2022,26331,5083,31414,207288
Jul,Week 29,2022,25714,5052,30766,207288
Jul,Week 29,2022,21667,5319,26986,207288
Jul,Week 30,2022,23886,5081,28967,206522
Jul,Week 30,2022,24242,4877,29119,206522
Jul,Week 30,2022,24584,4827,29411,206522
Jul,Week 30,2022,25183,4931,30114,206522
Jul,Week 30,2022,26394,5071,31465,206522
Jul,Week 30,2022,25826,5050,30876,206522
Jul,Week 30,2022,21244,5326,26570,206522
Jul,Week 31,2022,23549,5032,28581,205659
Jul,Week 31,2022,23992,4873,28865,205659
Jul,Week 31,2022,24348,4747,29095,205659
Jul,Week 31,2022,25207,4949,30156,205659
Jul,Week 31,2022,26115,5081,31196,205659
Jul,Week 31,2022,25765,5035,30800,205659
Jul,Week 31,2022,21591,5375,26966,205659
Jul,Week 32,2022,23752,5034,28786,203600
Aug,Week 32,2022,24863,4918,29781,203600
Aug,Week 32,2022,24385,4888,29273,203600
Aug,Week 32,2022,24482,4972,29454,203600
Aug,Week 32,2022,25203,4998,30201,203600
Aug,Week 32,2022,24387,5049,29436,203600
Aug,Week 32,2022,21301,5368,26669,203600
Aug,Week 33,2022,23205,5063,28268,204662
Aug,Week 33,2022,24415,4925,29340,204662
Aug,Week 33,2022,24497,4870,29367,204662
Aug,Week 33,2022,24388,4925,29313,204662
Aug,Week 33,2022,25861,5039,30900,204662
Aug,Week 33,2022,25646,5033,30679,204662
Aug,Week 33,2022,21503,5292,26795,204662
Aug,Week 34,2022,23841,5090,28931,205038
Aug,Week 34,2022,24619,4945,29564,205038
Aug,Week 34,2022,24549,4713,29262,205038
Aug,Week 34,2022,24878,4852,29730,205038
Aug,Week 34,2022,25938,4968,30906,205038
Aug,Week 34,2022,25571,4955,30526,205038
Aug,Week 34,2022,21053,5066,26119,205038
